Table,State,Distr,Area,Total_Rural_Urban,Edu_level,Total_dis_popln,Male_dis_popln,Female_dis_popln,Seeing_dis_popln,Male_Seeing_popln,Female_Seeing_popln,Hearing_dis_popln,Male_Hearing_popln,Female_Hearing_popln,Speech_dis_popln,Male_Speech_popln,Female_Speech_popln,Movement_dis_popln,Male_Movement_popln,Female_Movement_popln,Mental_ret_dis_popln,Male_Mental_ret_popln,Female_Mental_ret_popln,Mental_ill_dis_popln,Male_Mental_ill_popln,Female_Mental_ill_popln,Other_dis_popln,Male_Other_popln,Female_Other_popln,Mult_dis_popln,Male_Mult_popln,Female_Mult_popln
C5129,17,000,State - MEGHALAYA,Total,Literate,21145,11871,9274,3421,1882,1539,6720,3847,2873,852,465,387,2752,1655,1097,803,444,359,917,497,420,4681,2522,2159,999,559,440
C5129,17,000,State - MEGHALAYA,Total,Literate but below primary,7733,4204,3529,1387,746,641,2359,1273,1086,337,182,155,1005,605,400,310,165,145,333,181,152,1581,822,759,421,230,191
C5129,17,000,State - MEGHALAYA,Total,Primary but below middle,4901,2627,2274,774,389,385,1572,847,725,176,94,82,677,389,288,185,94,91,202,110,92,1096,578,518,219,126,93
C5129,17,000,State - MEGHALAYA,Total,Middle but below matric/secondary,3334,1926,1408,498,276,222,1175,738,437,100,58,42,446,265,181,121,67,54,155,71,84,692,372,320,147,79,68
C5129,17,000,State - MEGHALAYA,Total,Matric/Secondary but below graduate,2938,1857,1081,444,283,161,1005,662,343,109,64,45,390,249,141,95,65,30,129,81,48,669,391,278,97,62,35
C5129,17,000,State - MEGHALAYA,Total,Graduate and above,657,393,264,103,63,40,193,112,81,29,20,9,75,46,29,14,8,6,20,11,9,211,124,87,12,9,3
C5129,17,000,State - MEGHALAYA,Rural,Total ,37566,19576,17990,6069,3026,3043,10602,5496,5106,2329,1228,1101,4500,2535,1965,1788,928,860,1881,922,959,7360,3844,3516,3037,1597,1440
C5129,17,000,State - MEGHALAYA,Rural,Illiterate,20778,10257,10521,3298,1503,1795,5267,2544,2723,1664,851,813,2290,1200,1090,1206,611,595,1192,562,630,3612,1829,1783,2249,1157,1092
C5129,17,000,State - MEGHALAYA,Rural,Literate,16788,9319,7469,2771,1523,1248,5335,2952,2383,665,377,288,2210,1335,875,582,317,265,689,360,329,3748,2015,1733,788,440,348
C5129,17,000,State - MEGHALAYA,Rural,Literate but below primary,6857,3755,3102,1253,685,568,2153,1183,970,284,156,128,873,525,348,247,128,119,276,147,129,1418,739,679,353,192,161
C5129,17,000,State - MEGHALAYA,Rural,Primary but below middle,4084,2185,1899,650,323,327,1337,716,621,146,78,68,565,332,233,143,76,67,163,85,78,916,482,434,164,93,71
C5129,17,000,State - MEGHALAYA,Rural,Middle but below matric/secondary,2316,1291,1025,345,192,153,754,436,318,77,49,28,345,210,135,77,37,40,103,40,63,508,266,242,107,61,46
C5129,17,000,State - MEGHALAYA,Rural,Matric/Secondary but below graduate,1896,1176,720,292,186,106,621,378,243,69,44,25,258,160,98,59,43,16,76,49,27,450,271,179,71,45,26
C5129,17,000,State - MEGHALAYA,Rural,Graduate and above,273,166,107,40,26,14,86,46,40,9,8,1,29,17,12,6,4,2,9,6,3,89,54,35,5,5,0
C5129,17,000,State - MEGHALAYA,Urban,Total ,6751,3750,3001,911,468,443,1751,1055,696,378,184,194,812,463,349,544,307,237,459,252,207,1357,742,615,539,279,260
C5129,17,000,State - MEGHALAYA,Urban,Illiterate,2394,1198,1196,261,109,152,366,160,206,191,96,95,270,143,127,323,180,143,231,115,116,424,235,189,328,160,168
C5129,17,000,State - MEGHALAYA,Urban,Literate,4357,2552,1805,650,359,291,1385,895,490,187,88,99,542,320,222,221,127,94,228,137,91,933,507,426,211,119,92
C5129,17,000,State - MEGHALAYA,Urban,Literate but below primary,876,449,427,134,61,73,206,90,116,53,26,27,132,80,52,63,37,26,57,34,23,163,83,80,68,38,30
C5129,17,000,State - MEGHALAYA,Urban,Primary but below middle,817,442,375,124,66,58,235,131,104,30,16,14,112,57,55,42,18,24,39,25,14,180,96,84,55,33,22
C5129,17,000,State - MEGHALAYA,Urban,Middle but below matric/secondary,1018,635,383,153,84,69,421,302,119,23,9,14,101,55,46,44,30,14,52,31,21,184,106,78,40,18,22
C5129,17,000,State - MEGHALAYA,Urban,Matric/Secondary but below graduate,1042,681,361,152,97,55,384,284,100,40,20,20,132,89,43,36,22,14,53,32,21,219,120,99,26,17,9
C5129,17,000,State - MEGHALAYA,Urban,Graduate and above,384,227,157,63,37,26,107,66,41,20,12,8,46,29,17,8,4,4,11,5,6,122,70,52,7,4,3
C5129,18,000,State - ASSAM,Total,Total ,480065,257385,222680,80553,41052,39501,101577,51782,49795,39750,21885,17865,76007,45099,30908,26374,14864,11510,18819,10625,8194,87461,46525,40936,49524,25553,23971
C5129,18,000,State - ASSAM,Total,Illiterate,248422,112627,135795,40834,17116,23718,48439,20216,28223,24387,12436,11951,37048,17502,19546,14738,7398,7340,10032,4786,5246,36693,16521,20172,36251,16652,19599
C5129,18,000,State - ASSAM,Total,Literate,231643,144758,86885,39719,23936,15783,53138,31566,21572,15363,9449,5914,38959,27597,11362,11636,7466,4170,8787,5839,2948,50768,30004,20764,13273,8901,4372
C5129,18,000,State - ASSAM,Total,Literate but below primary,61472,37404,24068,11196,6569,4627,14288,8324,5964,4771,2905,1866,10364,7066,3298,2813,1734,1079,1878,1163,715,11706,6761,4945,4456,2882,1574
C5129,18,000,State - ASSAM,Total,Primary but below middle,52785,32598,20187,9443,5586,3857,12343,7215,5128,3446,2136,1310,8680,6108,2572,2826,1796,1030,1916,1218,698,11076,6498,4578,3055,2041,1014
C5129,18,000,State - ASSAM,Total,Middle but below matric/secondary,47093,29050,18043,8039,4766,3273,10456,6098,4358,2918,1767,1151,8524,5996,2528,2495,1577,918,2220,1493,727,10136,5789,4347,2305,1564,741
C5129,18,000,State - ASSAM,Total,Matric/Secondary but below graduate,43112,28092,15020,7053,4514,2539,10190,6351,3839,2460,1547,913,7049,5216,1833,2201,1475,726,1718,1214,504,10767,6539,4228,1674,1236,438
C5129,18,000,State - ASSAM,Total,Graduate and above,10821,7474,3347,1622,1111,511,2421,1577,844,587,393,194,1731,1403,328,450,315,135,345,272,73,3312,2122,1190,353,281,72
C5129,18,000,State - ASSAM,Rural,Total ,415457,222422,193035,70574,35952,34622,89057,45552,43505,34498,18944,15554,66866,39551,27315,22416,12519,9897,16014,8908,7106,72044,38395,33649,43988,22601,21387
C5129,18,000,State - ASSAM,Rural,Illiterate,228108,103471,124637,38063,16046,22017,45160,18975,26185,22291,11365,10926,34303,16223,18080,13121,6532,6589,8980,4246,4734,33070,14923,18147,33120,15161,17959
C5129,18,000,State - ASSAM,Rural,Literate,187349,118951,68398,32511,19906,12605,43897,26577,17320,12207,7579,4628,32563,23328,9235,9295,5987,3308,7034,4662,2372,38974,23472,15502,10868,7440,3428
C5129,18,000,State - ASSAM,Rural,Literate but below primary,54269,33558,20711,9847,5929,3918,12882,7628,5254,4204,2582,1622,9262,6396,2866,2393,1469,924,1632,1011,621,10159,5966,4193,3890,2577,1313
C5129,18,000,State - ASSAM,Rural,Primary but below middle,44815,28077,16738,8069,4836,3233,10736,6364,4372,2892,1808,1084,7435,5312,2123,2329,1484,845,1589,1010,579,9212,5512,3700,2553,1751,802
C5129,18,000,State - ASSAM,Rural,Middle but below matric/secondary,38614,24127,14487,6610,3958,2652,8784,5245,3539,2297,1414,883,7175,5108,2067,2006,1261,745,1732,1157,575,8125,4697,3428,1885,1287,598
C5129,18,000,State - ASSAM,Rural,Matric/Secondary but below graduate,30647,20612,10035,5115,3346,1769,7373,4746,2627,1597,1017,580,5441,4108,1333,1643,1132,511,1296,930,366,7011,4421,2590,1171,912,259
C5129,18,000,State - ASSAM,Rural,Graduate and above,5197,3886,1311,799,599,200,1191,847,344,256,183,73,982,818,164,236,175,61,204,167,37,1331,933,398,198,164,34
C5129,18,000,State - ASSAM,Urban,Total ,64608,34963,29645,9979,5100,4879,12520,6230,6290,5252,2941,2311,9141,5548,3593,3958,2345,1613,2805,1717,1088,15417,8130,7287,5536,2952,2584
C5129,18,000,State - ASSAM,Urban,Illiterate,20314,9156,11158,2771,1070,1701,3279,1241,2038,2096,1071,1025,2745,1279,1466,1617,866,751,1052,540,512,3623,1598,2025,3131,1491,1640
C5129,18,000,State - ASSAM,Urban,Literate,44294,25807,18487,7208,4030,3178,9241,4989,4252,3156,1870,1286,6396,4269,2127,2341,1479,862,1753,1177,576,11794,6532,5262,2405,1461,944
C5129,18,000,State - ASSAM,Urban,Literate but below primary,7203,3846,3357,1349,640,709,1406,696,710,567,323,244,1102,670,432,420,265,155,246,152,94,1547,795,752,566,305,261
C5129,18,000,State - ASSAM,Urban,Primary but below middle,7970,4521,3449,1374,750,624,1607,851,756,554,328,226,1245,796,449,497,312,185,327,208,119,1864,986,878,502,290,212
C5129,18,000,State - ASSAM,Urban,Middle but below matric/secondary,8479,4923,3556,1429,808,621,1672,853,819,621,353,268,1349,888,461,489,316,173,488,336,152,2011,1092,919,420,277,143
C5129,18,000,State - ASSAM,Urban,Matric/Secondary but below graduate,12465,7480,4985,1938,1168,770,2817,1605,1212,863,530,333,1608,1108,500,558,343,215,422,284,138,3756,2118,1638,503,324,179
C5129,18,000,State - ASSAM,Urban,Graduate and above,5624,3588,2036,823,512,311,1230,730,500,331,210,121,749,585,164,214,140,74,141,105,36,1981,1189,792,155,117,38
C5129,19,000,State - WEST BENGAL,Total,Total ,2017406,1127181,890225,424473,223325,201148,315192,165753,149439,147336,81255,66081,322945,204942,118003,136523,76270,60253,71515,40745,30770,402921,228263,174658,196501,106628,89873
C5129,19,000,State - WEST BENGAL,Total,Illiterate,860620,406070,454550,170289,70811,99478,121399,51502,69897,67131,34353,32778,123954,64244,59710,72952,37213,35739,36430,17857,18573,137602,66109,71493,130863,63981,66882
C5129,19,000,State - WEST BENGAL,Total,Literate,1156786,721111,435675,254184,152514,101670,193793,114251,79542,80205,46902,33303,198991,140698,58293,63571,39057,24514,35085,22888,12197,265319,162154,103165,65638,42647,22991
C5129,19,000,State - WEST BENGAL,Total,Literate but below primary,321872,193202,128670,68735,39547,29188,51409,29065,22344,23904,13837,10067,54426,37151,17275,20157,11862,8295,11053,6725,4328,66203,38980,27223,25985,16035,9950
C5129,19,000,State - WEST BENGAL,Total,Primary but below middle,254634,153799,100835,57008,33040,23968,43841,24733,19108,17493,9907,7586,43007,29946,13061,14161,8489,5672,8256,5254,3002,57030,33622,23408,13838,8808,5030
C5129,19,000,State - WEST BENGAL,Total,Middle but below matric/secondary,219207,137347,81860,48781,29185,19596,36083,21285,14798,13733,7874,5859,43078,30593,12485,11261,6987,4274,6866,4612,2254,48894,29572,19322,10511,7239,3272
C5129,19,000,State - WEST BENGAL,Total,Matric/Secondary but below graduate,199753,132307,67446,45527,29186,16341,34965,22165,12800,13546,8181,5365,36018,26565,9453,9432,6140,3292,4959,3626,1333,48285,31257,17028,7021,5187,1834
C5129,19,000,State - WEST BENGAL,Total,Graduate and above,92984,63628,29356,21167,14234,6933,16049,10630,5419,6563,4213,2350,13823,10674,3149,3758,2557,1201,1693,1260,433,27666,18352,9314,2265,1708,557
C5129,19,000,State - WEST BENGAL,Rural,Total ,1368942,768621,600321,277366,145670,131696,200419,105505,94914,94298,52419,41879,239059,152327,86732,92526,51475,41051,49881,28075,21806,262727,150461,112266,152666,82689,69977
C5129,19,000,State - WEST BENGAL,Rural,Illiterate,660505,311519,348986,129339,53310,76029,90674,38426,52248,50704,26112,24592,99804,51743,48061,54047,27427,26620,27205,13100,14105,102594,49662,52932,106138,51739,54399
C5129,19,000,State - WEST BENGAL,Rural,Literate,708437,457102,251335,148027,92360,55667,109745,67079,42666,43594,26307,17287,139255,100584,38671,38479,24048,14431,22676,14975,7701,160133,100799,59334,46528,30950,15578
C5129,19,000,State - WEST BENGAL,Rural,Literate but below primary,238738,146871,91867,49817,29471,20346,36739,21397,15342,17104,10163,6941,42616,29591,13025,14756,8781,5975,8122,4975,3147,49022,29507,19515,20562,12986,7576
C5129,19,000,State - WEST BENGAL,Rural,Primary but below middle,171945,107403,64542,37306,22566,14740,28352,16606,11746,10813,6311,4502,31665,22564,9101,9337,5691,3646,5629,3630,1999,38710,23363,15347,10133,6672,3461
C5129,19,000,State - WEST BENGAL,Rural,Middle but below matric/secondary,135925,88717,47208,28740,18115,10625,20670,12756,7914,7188,4242,2946,30459,22086,8373,6682,4265,2417,4334,2970,1364,30715,19197,11518,7137,5086,2051
C5129,19,000,State - WEST BENGAL,Rural,Matric/Secondary but below graduate,95723,68471,27252,19684,13845,5839,14456,10028,4428,4813,3149,1664,22461,17132,5329,4272,2970,1302,2669,2068,601,23460,16227,7233,3908,3052,856
C5129,19,000,State - WEST BENGAL,Rural,Graduate and above,26531,21359,5172,5039,4038,1001,3564,2862,702,1121,872,249,6183,5170,1013,1030,822,208,654,559,95,8082,6298,1784,858,738,120
C5129,19,000,State - WEST BENGAL,Urban,Total ,648464,358560,289904,147107,77655,69452,114773,60248,54525,53038,28836,24202,83886,52615,31271,43997,24795,19202,21634,12670,8964,140194,77802,62392,43835,23939,19896
C5129,19,000,State - WEST BENGAL,Urban,Illiterate,200115,94551,105564,40950,17501,23449,30725,13076,17649,16427,8241,8186,24150,12501,11649,18905,9786,9119,9225,4757,4468,35008,16447,18561,24725,12242,12483
C5129,19,000,State - WEST BENGAL,Urban,Literate,448349,264009,184340,106157,60154,46003,84048,47172,36876,36611,20595,16016,59736,40114,19622,25092,15009,10083,12409,7913,4496,105186,61355,43831,19110,11697,7413
C5129,19,000,State - WEST BENGAL,Urban,Literate but below primary,83134,46331,36803,18918,10076,8842,14670,7668,7002,6800,3674,3126,11810,7560,4250,5401,3081,2320,2931,1750,1181,17181,9473,7708,5423,3049,2374
C5129,19,000,State - WEST BENGAL,Urban,Primary but below middle,82689,46396,36293,19702,10474,9228,15489,8127,7362,6680,3596,3084,11342,7382,3960,4824,2798,2026,2627,1624,1003,18320,10259,8061,3705,2136,1569
C5129,19,000,State - WEST BENGAL,Urban,Middle but below matric/secondary,83282,48630,34652,20041,11070,8971,15413,8529,6884,6545,3632,2913,12619,8507,4112,4579,2722,1857,2532,1642,890,18179,10375,7804,3374,2153,1221
C5129,19,000,State - WEST BENGAL,Urban,Matric/Secondary but below graduate,104030,63836,40194,25843,15341,10502,20509,12137,8372,8733,5032,3701,13557,9433,4124,5160,3170,1990,2290,1558,732,24825,15030,9795,3113,2135,978
C5129,19,000,State - WEST BENGAL,Urban,Graduate and above,66453,42269,24184,16128,10196,5932,12485,7768,4717,5442,3341,2101,7640,5504,2136,2728,1735,993,1039,701,338,19584,12054,7530,1407,970,437
C5129,20,000,State - JHARKHAND,Total,Total ,769980,426876,343104,180721,96042,84679,165861,88142,77719,46684,26169,20515,147892,89103,58789,37458,21601,15857,20157,11718,8439,112372,62136,50236,58835,31965,26870
C5129,20,000,State - JHARKHAND,Total,Illiterate,408637,185004,223633,94962,40560,54402,83816,35509,48307,24472,12110,12362,74280,34753,39527,22939,11889,11050,12222,5953,6269,53161,23684,29477,42785,20546,22239
C5129,20,000,State - JHARKHAND,Total,Literate,361343,241872,119471,85759,55482,30277,82045,52633,29412,22212,14059,8153,73612,54350,19262,14519,9712,4807,7935,5765,2170,59211,38452,20759,16050,11419,4631
C5129,20,000,State - JHARKHAND,Total,Literate but below primary,79381,47654,31727,20351,11780,8571,18437,10595,7842,5850,3394,2456,12434,8444,3990,4283,2585,1698,1377,862,515,12582,7359,5223,4067,2635,1432
C5129,20,000,State - JHARKHAND,Total,Primary but below middle,98159,64066,34093,23819,15018,8801,21993,13682,8311,5883,3588,2295,20191,14576,5615,4085,2704,1381,2020,1428,592,15414,9693,5721,4754,3377,1377
C5129,20,000,State - JHARKHAND,Total,Middle but below matric/secondary,62237,43405,18832,14535,9864,4671,13508,9032,4476,3427,2273,1154,14328,10831,3497,2294,1635,659,1620,1223,397,10092,6709,3383,2433,1838,595
C5129,20,000,State - JHARKHAND,Total,Matric/Secondary but below graduate,75370,54625,20745,17327,12159,5168,17418,12174,5244,4139,2835,1304,17426,13510,3916,2201,1624,577,1718,1384,334,12750,9029,3721,2391,1910,481
C5129,20,000,State - JHARKHAND,Total,Graduate and above,23544,17574,5970,5508,4049,1459,5718,4105,1613,1601,1133,468,4928,4001,927,610,451,159,399,322,77,4187,3032,1155,593,481,112
C5129,20,000,State - JHARKHAND,Rural,Total ,597544,328696,268848,142001,74799,67202,126741,66751,59990,34544,19305,15239,118928,71213,47715,28693,16360,12333,15161,8554,6607,83788,46183,37605,47688,25531,22157
C5129,20,000,State - JHARKHAND,Rural,Illiterate,344521,155203,189318,81773,34971,46802,71018,29991,41027,20278,10025,10253,63944,29926,34018,18303,9356,8947,9594,4459,5135,43607,19398,24209,36004,17077,18927
C5129,20,000,State - JHARKHAND,Rural,Literate,253023,173493,79530,60228,39828,20400,55723,36760,18963,14266,9280,4986,54984,41287,13697,10390,7004,3386,5567,4095,1472,40181,26785,13396,11684,8454,3230
C5129,20,000,State - JHARKHAND,Rural,Literate but below primary,63658,38704,24954,16401,9606,6795,14721,8605,6116,4590,2708,1882,10198,6983,3215,3482,2109,1373,1108,697,411,9922,5885,4037,3236,2111,1125
C5129,20,000,State - JHARKHAND,Rural,Primary but below middle,76516,51461,25055,18543,11994,6549,16983,10980,6003,4365,2757,1608,16399,12108,4291,3175,2131,1044,1553,1121,432,11791,7685,4106,3707,2685,1022
C5129,20,000,State - JHARKHAND,Rural,Middle but below matric/secondary,44551,32321,12230,10415,7368,3047,9380,6576,2804,2215,1547,668,11009,8526,2483,1607,1163,444,1189,921,268,7007,4871,2136,1729,1349,380
C5129,20,000,State - JHARKHAND,Rural,Matric/Secondary but below graduate,42890,32845,10045,9733,7236,2497,9142,6837,2305,1835,1364,471,11552,9199,2353,1216,946,270,1071,879,192,6923,5182,1741,1418,1202,216
C5129,20,000,State - JHARKHAND,Rural,Graduate and above,8200,6843,1357,1781,1480,301,1724,1415,309,338,286,52,2333,1994,339,194,159,35,180,155,25,1414,1142,272,236,212,24
C5129,20,000,State - JHARKHAND,Urban,Total ,172436,98180,74256,38720,21243,17477,39120,21391,17729,12140,6864,5276,28964,17890,11074,8765,5241,3524,4996,3164,1832,28584,15953,12631,11147,6434,4713
C5129,20,000,State - JHARKHAND,Urban,Illiterate,64116,29801,34315,13189,5589,7600,12798,5518,7280,4194,2085,2109,10336,4827,5509,4636,2533,2103,2628,1494,1134,9554,4286,5268,6781,3469,3312
C5129,20,000,State - JHARKHAND,Urban,Literate,108320,68379,39941,25531,15654,9877,26322,15873,10449,7946,4779,3167,18628,13063,5565,4129,2708,1421,2368,1670,698,19030,11667,7363,4366,2965,1401
C5129,20,000,State - JHARKHAND,Urban,Literate but below primary,15723,8950,6773,3950,2174,1776,3716,1990,1726,1260,686,574,2236,1461,775,801,476,325,269,165,104,2660,1474,1186,831,524,307
C5129,20,000,State - JHARKHAND,Urban,Primary but below middle,21643,12605,9038,5276,3024,2252,5010,2702,2308,1518,831,687,3792,2468,1324,910,573,337,467,307,160,3623,2008,1615,1047,692,355
C5129,20,000,State - JHARKHAND,Urban,Middle but below matric/secondary,17686,11084,6602,4120,2496,1624,4128,2456,1672,1212,726,486,3319,2305,1014,687,472,215,431,302,129,3085,1838,1247,704,489,215
C5129,20,000,State - JHARKHAND,Urban,Matric/Secondary but below graduate,32480,21780,10700,7594,4923,2671,8276,5337,2939,2304,1471,833,5874,4311,1563,985,678,307,647,505,142,5827,3847,1980,973,708,265
C5129,20,000,State - JHARKHAND,Urban,Graduate and above,15344,10731,4613,3727,2569,1158,3994,2690,1304,1263,847,416,2595,2007,588,416,292,124,219,167,52,2773,1890,883,357,269,88
C5129,21,000,State - ODISHA,Total,Total ,1244402,674775,569627,263799,136851,126948,237858,123245,114613,68517,38506,30011,259899,152999,106900,72399,40320,32079,42837,22913,19924,172881,93980,78901,126212,65961,60251
C5129,21,000,State - ODISHA,Total,Illiterate,582804,244014,338790,125610,48933,76677,105355,41636,63719,29190,13826,15364,112586,46878,65708,37269,18105,19164,20575,8187,12388,68641,29515,39126,83578,36934,46644
C5129,21,000,State - ODISHA,Total,Literate,661598,430761,230837,138189,87918,50271,132503,81609,50894,39327,24680,14647,147313,106121,41192,35130,22215,12915,22262,14726,7536,104240,64465,39775,42634,29027,13607
C5129,21,000,State - ODISHA,Total,Literate but below primary,170523,107236,63287,37240,23250,13990,33532,20205,13327,9602,5889,3713,36163,25131,11032,10158,5960,4198,4526,2660,1866,24169,14053,10116,15133,10088,5045
C5129,21,000,State - ODISHA,Total,Primary but below middle,199661,126360,73301,41738,25703,16035,39504,23762,15742,11899,7205,4694,43317,30573,12744,11815,7354,4461,6919,4233,2686,30339,18179,12160,14130,9351,4779
C5129,21,000,State - ODISHA,Total,Middle but below matric/secondary,111184,74172,37012,22449,14377,8072,21196,13135,8061,6494,4121,2373,27057,20022,7035,5736,3883,1853,4552,3249,1303,18766,11882,6884,4934,3503,1431
C5129,21,000,State - ODISHA,Total,Matric/Secondary but below graduate,108451,75376,33075,22543,15350,7193,22770,14726,8044,6721,4431,2290,25990,19689,6301,4214,2896,1318,3883,2939,944,18320,12210,6110,4010,3135,875
C5129,21,000,State - ODISHA,Total,Graduate and above,36450,26290,10160,7603,5352,2251,7746,5265,2481,2705,1900,805,8723,6796,1927,1257,906,351,1187,940,247,6165,4289,1876,1064,842,222
C5129,21,000,State - ODISHA,Rural,Total ,1067739,576672,491067,227522,117590,109932,200619,103763,96856,56130,31472,24658,228590,133798,94792,61727,34110,27617,37227,19738,17489,143718,77960,65758,112206,58241,53965
C5129,21,000,State - ODISHA,Rural,Illiterate,525195,218639,306556,114657,44643,70014,95317,37632,57685,25957,12324,13633,102359,42360,59999,32476,15522,16954,18168,7049,11119,60305,25800,34505,75956,33309,42647
C5129,21,000,State - ODISHA,Rural,Literate,542544,358033,184511,112865,72947,39918,105302,66131,39171,30173,19148,11025,126231,91438,34793,29251,18588,10663,19059,12689,6370,83413,52160,31253,36250,24932,11318
C5129,21,000,State - ODISHA,Rural,Literate but below primary,151939,96735,55204,33310,21108,12202,29679,18179,11500,8352,5172,3180,32935,23067,9868,9023,5304,3719,4055,2411,1644,21074,12386,8688,13511,9108,4403
C5129,21,000,State - ODISHA,Rural,Primary but below middle,171882,110381,61501,35804,22435,13369,33807,20747,13060,9976,6154,3822,38124,27123,11001,10286,6417,3869,6067,3724,2343,25628,15555,10073,12190,8226,3964
C5129,21,000,State - ODISHA,Rural,Middle but below matric/secondary,92974,62775,30199,18591,12077,6514,17450,11037,6413,5159,3325,1834,23528,17480,6048,4752,3261,1491,3914,2800,1114,15471,9872,5599,4109,2923,1186
C5129,21,000,State - ODISHA,Rural,Matric/Secondary but below graduate,76926,55216,21710,15759,11092,4667,14526,9757,4769,4213,2882,1331,20565,15758,4807,3041,2149,892,3143,2432,711,12736,8783,3953,2943,2363,580
C5129,21,000,State - ODISHA,Rural,Graduate and above,19804,15180,4624,3962,2963,999,3550,2656,894,1010,738,272,5799,4599,1200,690,526,164,892,744,148,3248,2424,824,653,530,123
C5129,21,000,State - ODISHA,Urban,Total ,176663,98103,78560,36277,19261,17016,37239,19482,17757,12387,7034,5353,31309,19201,12108,10672,6210,4462,5610,3175,2435,29163,16020,13143,14006,7720,6286
C5129,21,000,State - ODISHA,Urban,Illiterate,57609,25375,32234,10953,4290,6663,10038,4004,6034,3233,1502,1731,10227,4518,5709,4793,2583,2210,2407,1138,1269,8336,3715,4621,7622,3625,3997
C5129,21,000,State - ODISHA,Urban,Literate,119054,72728,46326,25324,14971,10353,27201,15478,11723,9154,5532,3622,21082,14683,6399,5879,3627,2252,3203,2037,1166,20827,12305,8522,6384,4095,2289
C5129,21,000,State - ODISHA,Urban,Literate but below primary,18584,10501,8083,3930,2142,1788,3853,2026,1827,1250,717,533,3228,2064,1164,1135,656,479,471,249,222,3095,1667,1428,1622,980,642
C5129,21,000,State - ODISHA,Urban,Primary but below middle,27779,15979,11800,5934,3268,2666,5697,3015,2682,1923,1051,872,5193,3450,1743,1529,937,592,852,509,343,4711,2624,2087,1940,1125,815
C5129,21,000,State - ODISHA,Urban,Middle but below matric/secondary,18210,11397,6813,3858,2300,1558,3746,2098,1648,1335,796,539,3529,2542,987,984,622,362,638,449,189,3295,2010,1285,825,580,245
C5129,21,000,State - ODISHA,Urban,Matric/Secondary but below graduate,31525,20160,11365,6784,4258,2526,8244,4969,3275,2508,1549,959,5425,3931,1494,1173,747,426,740,507,233,5584,3427,2157,1067,772,295
C5129,21,000,State - ODISHA,Urban,Graduate and above,16646,11110,5536,3641,2389,1252,4196,2609,1587,1695,1162,533,2924,2197,727,567,380,187,295,196,99,2917,1865,1052,411,312,99
C5129,22,000,State - CHHATTISGARH,Total,Total ,624937,334093,290844,111169,56066,55103,92315,47940,44375,28262,15509,12753,190328,108415,81913,33171,17562,15609,20832,10891,9941,76903,41849,35054,71957,35861,36096
C5129,22,000,State - CHHATTISGARH,Total,Illiterate,321673,129608,192065,60919,22472,38447,48942,18624,30318,14051,6667,7384,84525,33696,50829,18755,8774,9981,11300,4611,6689,32089,13260,18829,51092,21504,29588
C5129,22,000,State - CHHATTISGARH,Total,Literate,303264,204485,98779,50250,33594,16656,43373,29316,14057,14211,8842,5369,105803,74719,31084,14416,8788,5628,9532,6280,3252,44814,28589,16225,20865,14357,6508
C5129,22,000,State - CHHATTISGARH,Total,Literate but below primary,81000,53615,27385,14414,9662,4752,12200,8289,3911,4579,2750,1829,22864,16116,6748,5943,3414,2529,2307,1375,932,10286,6345,3941,8407,5664,2743
C5129,22,000,State - CHHATTISGARH,Total,Primary but below middle,80187,51670,28517,13353,8653,4700,11724,7557,4167,3969,2375,1594,26336,17745,8591,4107,2435,1672,2838,1711,1127,12072,7314,4758,5788,3880,1908
C5129,22,000,State - CHHATTISGARH,Total,Middle but below matric/secondary,59063,39766,19297,8685,5777,2908,7582,4982,2600,2388,1541,847,24241,16788,7453,1944,1265,679,1953,1379,574,9413,6018,3395,2857,2016,841
C5129,22,000,State - CHHATTISGARH,Total,Matric/Secondary but below graduate,52252,38393,13859,8530,6037,2493,7195,5322,1873,1914,1315,599,21423,16185,5238,1441,1056,385,1600,1240,360,8205,5701,2504,1944,1537,407
C5129,22,000,State - CHHATTISGARH,Total,Graduate and above,18367,13416,4951,3388,2334,1054,2800,2020,780,815,524,291,7153,5474,1679,332,230,102,368,295,73,3021,2140,881,490,399,91
C5129,22,000,State - CHHATTISGARH,Rural,Total ,498228,263598,234630,88065,43912,44153,73436,37867,35569,21308,11628,9680,155537,87583,67954,25455,13279,12176,16297,8320,7977,58278,31556,26722,59852,29453,30399
C5129,22,000,State - CHHATTISGARH,Rural,Illiterate,276020,110722,165298,53116,19614,33502,42637,16327,26310,11638,5530,6108,74084,29537,44547,14913,6866,8047,9336,3725,5611,26487,10853,15634,43809,18270,25539
C5129,22,000,State - CHHATTISGARH,Rural,Literate,222208,152876,69332,34949,24298,10651,30799,21540,9259,9670,6098,3572,81453,58046,23407,10542,6413,4129,6961,4595,2366,31791,20703,11088,16043,11183,4860
C5129,22,000,State - CHHATTISGARH,Rural,Literate but below primary,66040,44623,21417,11636,8048,3588,9907,6930,2977,3651,2217,1434,19083,13620,5463,4841,2798,2043,1813,1083,730,8134,5119,3015,6975,4808,2167
C5129,22,000,State - CHHATTISGARH,Rural,Primary but below middle,61991,40594,21397,10001,6693,3308,8968,5947,3021,2947,1791,1156,21005,14226,6779,3101,1831,1270,2164,1294,870,9231,5713,3518,4574,3099,1475
