id,sector,firm_size,electricity_outage,has_website,internet_disruptions,female_ownership,credit_applied,credit_approved,credit_received_full,import_raw_materials_pct,export_indirect_pct,export_direct_pct,region,export_total_pct
5525,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5643,Other Services,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5746,Retail,Medium,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5765,Retail,Medium,Yes,No,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5802,Retail,Medium,Yes,Yes,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,50,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5823,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Major obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5851,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
5874,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
6074,Other Services,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
6251,Hotels & Restaurants,Medium,Yes,Yes,Yes,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,0,0.0,0.0,Punjab,0.0
6571,Other Services,Large,Yes,No,No,No,Major obstacle,Major obstacle,Very severe obstacle,80,0.0,0.0,Khyber-Pakhtunkhwa,0.0
6725,Other Services,Large,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
9410,Other Services,Small,Yes,No,No,No,Moderate obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
9417,Other Services,Medium,Don't know (spontaneous),Yes,No,No,Major obstacle,Moderate obstacle,Major obstacle,50,0.0,0.0,Punjab,0.0
9602,Other Services,Small,Yes,No,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
9687,Other Services,Small,No,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,30,50.0,0.0,Punjab,50.0
11292,Other Services,Small,No,No,Yes,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
11425,Hotels & Restaurants,Medium,No,No,No,No,Does not apply,Does not apply,Does not apply,0,0.0,0.0,Punjab,0.0
11438,Hotels & Restaurants,Large,Yes,Yes,No,No,Minor obstacle,No obstacle,Minor obstacle,30,0.0,0.0,Punjab,0.0
11641,Hotels & Restaurants,Medium,No,Yes,Yes,No,Minor obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Punjab,0.0
11653,Hotels & Restaurants,Medium,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
11669,Hotels & Restaurants,Large,Yes,Yes,Yes,No,Minor obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
12057,Hotels & Restaurants,Small,Yes,No,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
12257,Hotels & Restaurants,Small,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
12293,Hotels & Restaurants,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
12517,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
12557,Hotels & Restaurants,Small,Yes,Yes,No,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
12760,Hotels & Restaurants,Small,Yes,Yes,No,No,Very severe obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
12938,Hotels & Restaurants,Small,No,Yes,Yes,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
13124,Retail,Small,Yes,Yes,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
13184,Other Services,Medium,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
13196,Other Services,Small,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,80,0.0,0.0,Balochistan,0.0
13267,Other Services,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,70,0.0,0.0,Sindh,0.0
13311,Other Services,Small,No,No,Yes,Yes,Major obstacle,Minor obstacle,No obstacle,25,0.0,0.0,Sindh,0.0
13697,Other Services,Small,No,Yes,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
13814,Other Services,Medium,No,Yes,No,No,Major obstacle,No obstacle,Minor obstacle,20,0.0,0.0,Sindh,0.0
14342,Other Services,Large,No,No,No,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
14696,Other Services,Large,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,60,0.0,0.0,Islamabad,0.0
14818,Other Services,Large,No,Yes,No,Yes,Moderate obstacle,No obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
14826,Other Services,Medium,No,Yes,No,No,Very severe obstacle,Very severe obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
14942,Hotels & Restaurants,Large,No,Yes,No,No,Very severe obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
15032,Retail,Small,No,No,No,No,Major obstacle,No obstacle,Very severe obstacle,0,0.0,0.0,Islamabad,0.0
15075,Other Services,Large,Yes,Yes,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,100.0,Islamabad,100.0
15272,Other Services,Large,No,Yes,Yes,No,Very severe obstacle,Very severe obstacle,Major obstacle,50,0.0,0.0,Islamabad,0.0
15518,Retail,Small,No,Yes,No,No,Very severe obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
15530,Retail,Small,No,Yes,No,No,Very severe obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
15560,Retail,Small,No,Yes,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
15633,Other Services,Medium,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
15971,Other Services,Large,No,Yes,No,No,Major obstacle,No obstacle,Moderate obstacle,70,0.0,50.0,Islamabad,50.0
16117,Hotels & Restaurants,Large,No,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
16149,Hotels & Restaurants,Large,No,Yes,No,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
16200,Hotels & Restaurants,Small,Yes,Yes,Yes,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
16326,Hotels & Restaurants,Large,No,Yes,No,Yes,Moderate obstacle,Minor obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
16635,Other Services,Small,No,Yes,Yes,No,Very severe obstacle,Moderate obstacle,Major obstacle,20,0.0,100.0,Islamabad,100.0
17887,Other Services,Small,Yes,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
18187,Other Services,Medium,Yes,Yes,Yes,No,Moderate obstacle,Moderate obstacle,Major obstacle,0,0.0,0.0,Sindh,0.0
18547,Other Services,Medium,Yes,Yes,No,No,Minor obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
18563,Other Services,Medium,No,No,No,No,Minor obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
18570,Other Services,Medium,No,No,Yes,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Balochistan,0.0
18580,Other Services,Medium,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
18582,Other Services,Medium,No,No,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
18709,Other Services,Medium,Yes,No,No,No,Major obstacle,Minor obstacle,No obstacle,100,0.0,0.0,Balochistan,0.0
18711,Other Services,Medium,No,No,No,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
18713,Other Services,Medium,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
18714,Other Services,Medium,Yes,No,No,No,Major obstacle,No obstacle,Minor obstacle,100,0.0,0.0,Balochistan,0.0
18716,Other Services,Medium,No,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
18723,Other Services,Medium,No,No,The establishment does not have an internet connection,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
18729,Other Services,Medium,No,No,No,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
19029,Retail,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
19125,Hotels & Restaurants,Medium,No,No,No,No,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),0,0.0,0.0,Sindh,0.0
19259,Retail,Small,No,No,The establishment does not have an internet connection,No,Minor obstacle,Moderate obstacle,Major obstacle,60,0.0,0.0,Islamabad,0.0
19278,Hotels & Restaurants,Medium,No,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
19290,Hotels & Restaurants,Medium,Yes,Yes,Yes,Yes,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
19390,Other Services,Large,No,Yes,No,No,Major obstacle,Major obstacle,Moderate obstacle,30,0.0,0.0,Balochistan,0.0
19395,Other Services,Large,Yes,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
19400,Other Services,Large,No,No,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
19424,Other Services,Large,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
19597,Other Services,Large,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
20653,Other Services,Large,No,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
20707,Other Services,Large,No,No,Yes,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
21119,Other Services,Large,No,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
21815,Other Services,Medium,No,No,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,Minor obstacle,50,50.0,0.0,Sindh,50.0
21874,Other Services,Small,No,Yes,Yes,Yes,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
22128,Other Services,Large,Yes,No,No,No,Moderate obstacle,Minor obstacle,No obstacle,100,0.0,0.0,Sindh,0.0
22571,Other Services,Small,No,Yes,No,No,Moderate obstacle,Major obstacle,Major obstacle,0,25.0,0.0,Sindh,25.0
22633,Other Services,Small,Yes,No,Yes,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,100.0,Sindh,100.0
22656,Other Services,Small,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
22860,Other Services,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
23015,Other Services,Small,No,No,Yes,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
23075,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
23077,Hotels & Restaurants,Medium,No,Yes,Yes,No,Minor obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Balochistan,0.0
23081,Hotels & Restaurants,Medium,Yes,No,Yes,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
23083,Hotels & Restaurants,Medium,Yes,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
23086,Hotels & Restaurants,Medium,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
23087,Hotels & Restaurants,Medium,Yes,Yes,Yes,No,No obstacle,No obstacle,No obstacle,Don't know (spontaneous),0.0,0.0,Balochistan,0.0
23148,Hotels & Restaurants,Large,No,Yes,Yes,Yes,No obstacle,No obstacle,No obstacle,10,0.0,0.0,Islamabad,0.0
23178,Hotels & Restaurants,Small,Yes,Yes,Yes,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
23257,Hotels & Restaurants,Medium,No,Yes,No,Yes,Moderate obstacle,Major obstacle,No obstacle,30,0.0,0.0,Islamabad,0.0
23261,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
23277,Hotels & Restaurants,Small,Yes,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
23285,Hotels & Restaurants,Medium,Yes,Yes,No,No,Very severe obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
23292,Hotels & Restaurants,Medium,No,Yes,Yes,No,Minor obstacle,Minor obstacle,Minor obstacle,20,0.0,0.0,Sindh,0.0
23346,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Sindh,0.0
23362,Hotels & Restaurants,Small,No,Yes,No,Yes,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
23410,Hotels & Restaurants,Small,Yes,Yes,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
23465,Hotels & Restaurants,Small,Yes,Yes,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
23621,Hotels & Restaurants,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
23701,Hotels & Restaurants,Medium,No,Yes,No,Don't know (spontaneous),Moderate obstacle,Moderate obstacle,Minor obstacle,40,0.0,0.0,Sindh,0.0
23728,Hotels & Restaurants,Medium,No,Yes,No,Don't know (spontaneous),Major obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
23760,Hotels & Restaurants,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,25,0.0,0.0,Sindh,0.0
23779,Hotels & Restaurants,Medium,No,Yes,No,Don't know (spontaneous),No obstacle,No obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
23823,Hotels & Restaurants,Medium,No,Yes,No,Don't know (spontaneous),Moderate obstacle,No obstacle,No obstacle,10,0.0,0.0,Sindh,0.0
24105,Other Services,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
24236,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
24350,Hotels & Restaurants,Medium,No,Yes,Yes,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
24367,Hotels & Restaurants,Small,Yes,Yes,The establishment does not have an internet connection,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
24413,Hotels & Restaurants,Medium,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
24530,Hotels & Restaurants,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Sindh,0.0
24542,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,Major obstacle,Major obstacle,0,0.0,0.0,Islamabad,0.0
24606,Hotels & Restaurants,Medium,No,Yes,No,No,No obstacle,No obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
24611,Hotels & Restaurants,Medium,No,Yes,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,5,0.0,0.0,Islamabad,0.0
24681,Hotels & Restaurants,Small,No,Yes,No,No,Moderate obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
24698,Hotels & Restaurants,Small,No,Yes,No,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
24707,Hotels & Restaurants,Medium,No,No,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
24710,Hotels & Restaurants,Medium,No,Yes,No,No,Moderate obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
24753,Hotels & Restaurants,Small,No,Yes,No,Yes,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
24761,Hotels & Restaurants,Medium,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
24783,Hotels & Restaurants,Small,No,Yes,No,No,Very severe obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
24808,Hotels & Restaurants,Medium,Yes,No,No,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
24812,Hotels & Restaurants,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,70,0.0,0.0,Islamabad,0.0
24913,Hotels & Restaurants,Small,No,Yes,No,No,Moderate obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
24919,Hotels & Restaurants,Small,No,Yes,The establishment does not have an internet connection,No,Major obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
24963,Hotels & Restaurants,Medium,No,Yes,No,No,Minor obstacle,Don't know (spontaneous),No obstacle,0,0.0,0.0,Balochistan,0.0
25002,Hotels & Restaurants,Medium,No,Yes,No,No,Moderate obstacle,Major obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
25174,Hotels & Restaurants,Medium,No,No,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25176,Hotels & Restaurants,Small,No,Yes,No,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
25207,Hotels & Restaurants,Medium,No,Yes,No,No,Major obstacle,Very severe obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
25254,Hotels & Restaurants,Medium,Yes,Yes,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Punjab,0.0
25369,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
25370,Retail,Small,Yes,No,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25387,Retail,Small,No,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25395,Retail,Medium,No,Yes,No,No,Very severe obstacle,Minor obstacle,No obstacle,30,0.0,0.0,Balochistan,0.0
25402,Retail,Small,Yes,Yes,No,No,Major obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
25413,Retail,Small,Yes,No,Yes,No,Very severe obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
25428,Other Services,Small,No,No,No,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Balochistan,0.0
25429,Other Services,Small,No,No,No,No,Major obstacle,Minor obstacle,Moderate obstacle,50,0.0,0.0,Balochistan,0.0
25430,Retail,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25434,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25439,Retail,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25445,Retail,Medium,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25446,Retail,Small,No,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25451,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25456,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25466,Retail,Small,Yes,Don't know (spontaneous),The establishment does not have an internet connection,Don't know (spontaneous),Very severe obstacle,Minor obstacle,Major obstacle,0,0.0,0.0,Balochistan,0.0
25477,Retail,Small,Yes,Yes,No,No,No obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25479,Retail,Small,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25497,Retail,Small,No,No,The establishment does not have an internet connection,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25498,Retail,Small,Yes,No,No,No,Moderate obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25511,Retail,Small,No,No,The establishment does not have an internet connection,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25526,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25538,Retail,Small,No,No,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
25609,Retail,Small,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,50,0.0,0.0,Balochistan,0.0
25611,Retail,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,40,0.0,0.0,Islamabad,0.0
25623,Retail,Medium,No,Yes,No,Don't know (spontaneous),Does not apply,Does not apply,Does not apply,55,0.0,0.0,Sindh,0.0
25652,Retail,Small,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
25809,Other Services,Small,Yes,No,Yes,No,Minor obstacle,Moderate obstacle,Minor obstacle,60,0.0,0.0,Punjab,0.0
26120,Other Services,Small,No,No,Yes,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
27215,Other Services,Small,Yes,Yes,Yes,Yes,Very severe obstacle,Minor obstacle,Major obstacle,40,0.0,0.0,Punjab,0.0
27328,Retail,Small,No,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
27464,Other Services,Medium,Yes,Yes,No,No,Moderate obstacle,Very severe obstacle,Major obstacle,30,0.0,50.0,Punjab,50.0
27583,Retail,Small,No,No,Yes,No,Minor obstacle,Moderate obstacle,Minor obstacle,100,100.0,0.0,Punjab,100.0
27586,Other Services,Small,Yes,Yes,Yes,Yes,Very severe obstacle,Very severe obstacle,Major obstacle,50,0.0,0.0,Punjab,0.0
27900,Other Services,Small,Yes,No,No,No,Moderate obstacle,Moderate obstacle,No obstacle,100,0.0,0.0,Punjab,0.0
28125,Retail,Small,Yes,No,The establishment does not have an internet connection,No,Major obstacle,Very severe obstacle,Major obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
29020,Other Services,Small,No,Yes,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
29054,Other Services,Small,No,No,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
29218,Other Services,Small,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
29336,Hotels & Restaurants,Medium,No,Yes,No,No,Minor obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
29419,Retail,Large,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,20,0.0,0.0,Sindh,0.0
29420,Retail,Medium,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,55,0.0,0.0,Sindh,0.0
29421,Retail,Large,Yes,Yes,No,No,Very severe obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
29429,Retail,Medium,Yes,Yes,No,Yes,No obstacle,No obstacle,No obstacle,30,0.0,0.0,Sindh,0.0
29589,Retail,Small,Yes,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
29652,Retail,Small,Yes,No,No,No,Moderate obstacle,Minor obstacle,Moderate obstacle,0,0.0,0.0,Punjab,0.0
29705,Retail,Small,Yes,Yes,The establishment does not have an internet connection,No,Very severe obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
29711,Retail,Small,No,Yes,No,No,Very severe obstacle,Moderate obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
29782,Hotels & Restaurants,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
29791,Hotels & Restaurants,Small,Yes,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Sindh,0.0
29848,Retail,Small,No,Yes,No,No,No obstacle,Minor obstacle,No obstacle,50,0.0,0.0,Balochistan,0.0
29862,Retail,Small,No,No,No,No,Minor obstacle,Moderate obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
29912,Retail,Small,No,Yes,The establishment does not have an internet connection,Yes,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
29952,Retail,Small,No,Yes,No,No,No obstacle,No obstacle,No obstacle,0,0.0,0.0,Islamabad,0.0
30082,Retail,Small,No,Yes,No,No,Minor obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
30118,Retail,Small,No,Yes,No,No,Moderate obstacle,Minor obstacle,Minor obstacle,0,0.0,0.0,Islamabad,0.0
30237,Retail,Large,No,Yes,No,Don't know (spontaneous),No obstacle,No obstacle,No obstacle,40,0.0,0.0,Sindh,0.0
30521,Retail,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
30848,Retail,Small,No,Yes,The establishment does not have an internet connection,No,Very severe obstacle,No obstacle,Moderate obstacle,0,0.0,0.0,Islamabad,0.0
30872,Retail,Small,Yes,Yes,No,No,Major obstacle,Major obstacle,Minor obstacle,0,0.0,0.0,Punjab,0.0
31147,Retail,Small,Yes,Yes,No,No,Moderate obstacle,Minor obstacle,No obstacle,0,0.0,0.0,Khyber-Pakhtunkhwa,0.0
31300,Retail,Small,No,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
31307,Retail,Small,Yes,Yes,No,No,Minor obstacle,No obstacle,No obstacle,0,0.0,0.0,Balochistan,0.0
